news,fakeness
George Saheb as I knew him   https://t.co/5QEH5ecKff,1
Investigative Adventurism Vs. Professional Investigation   https://t.co/FUhJh5Ws29,1
The Supreme Court judgment upholding the validity of the IBC is a welcome decision. The Bank defaulters cannot get away for long.,1
Opposition politics has thrown up four desirous Prime Ministers wishing to challenge PM Shri @narendramodi ji.,1
Fudged arithmetics does not add to the credibility of its creator.,1
The 2007 escalation offer was much larger than 2016 agreed escalation. The price differential would widen with  each subsequent supply.,1
The Compulsive Contrarian and his Manufactured Logic   https://t.co/BP0fZO1hz8,1
Respectful tributes to #SwamiVivekananda ji on his Jayanti #NationalYouthDay https://t.co/BI60iG3Q5G,1
How the Poor and the Middle Class Benefitted Most from the Modi Government Policies?    https://t.co/IQJbxU4NmN,1
"Chaired 32nd meeting of the GST Council, Delhi, January 10, 2019 https://t.co/oVIZnbRhhw",1
The GST council in its 32nd meeting today accorded massive relief for MSME sector.,1
Free accounting and billing software will be made available to small assessees upto Rs.1.5 crore turnover.,1
"To ease compliance burden, a single annual return with quarterly tax payments has been introduced for the composition schemes.",1
The limit of composition schemes for goods has been raised to Rs.1.5 crore at 1% GST rate.,1
Delhi government schools outperform private schools in academics | education | Hindustan Times https://t.co/pV8kQ15CDB,1
"BJP, pl fulfil ur promises. Pl end the injustice being faced by the people of Delhi https://t.co/5WYXezftVv",1
"BJP, pl implement ur promise https://t.co/y1sCvbtrGm",1
This is the position of Del govt today... https://t.co/3SdrDIlJJC,1
My sincere condolences to the whole family and friends. May her soul rest in peace. https://t.co/45Y0WwUixS,1
Thank u @ncbn ji for the warm hospitality. We all will work together to save the nation from Modi-Shah duo. https://t.co/bbEy1usbZD,1
"In AAP vs Centre, Supreme Court seems to have forgotten that Delhi has an elected govt https://t.co/I4to0SAqTQ",1
This is shocking... https://t.co/mDLh29PIFf,1
On my way to airport to pay respects to martyrs...,1
"RT @MnshaP: Wannabe Arnab vs original Arnab.
Full episode here: https://t.co/S2gj0mk4vQ https://t.co/ldIOoGCh8r",1
Am reaching there in 10 min https://t.co/YfFEypRMX5,1
Shocking. Hope SC will take some action. https://t.co/QOXI9iYtkF,1
RT @PritishNandy: @PreetiSMenon And you have now proved the possibility of change.,1
Does EC have an asnwer to thousands of such people in Delhi? https://t.co/Ex46eo2TNI,1
RT @BDUTT: How lovely she is a natural #Kashmir https://t.co/XzThzvuK8s,1
RT @AnkitLal: So @INCIndia is promising to build the temple? https://t.co/vF8JGmw4Ll,1
RT @Devinder_Sharma: A very good beginning .. https://t.co/leJAYebQ1D,1
"But if u choose to call it AAP vs centre, then kindly call it AAP vs Modi. https://t.co/i0cis4FMke",1
"It is not AAP vs Centre, it is Del govt vs centre. Aam Admi Party did not urge SC, it is Delhi govt which urged SC. https://t.co/V7UaKbQ8fs",1
RT @DaaruBaazMehta: RT if you support @ArvindKejriwal for this!! https://t.co/ITMNl8ozKx,1
RT @ashu3page: Looks beautiful https://t.co/GGIrRh0mT9,1
Congratulations Didi for the success of ur struggle. https://t.co/WEN6sTbO4A,1
RT @abhishekdhakrey: @TheRahulMehra @INCIndia @BJP4India @INCIndia behaving like the B Team of @BJP4India,1
RT @ashu3page: CRP was deployed in May 2015 at Delhi's anti corruption branch. What a Coincidence https://t.co/SgDqId0dfD,1
Interesting song... https://t.co/K21RurEILM,1
It was great meeting @ncbn ji today. We will all fight together against Modi govt https://t.co/7ZHjTZNCAj,1
RT @Independent: Labour MP Jess Phillips treats the Commons to an incredible speech https://t.co/IwXaHDH6jl,1
Congratulations Bhagwant for taking over as AAP chief of Punjab... https://t.co/dU7KhwoA5H,1
RT @Arun2981: Well Done @ArvindKejriwal ! Proud of you https://t.co/IhG7hjqvRz,1
Do watch this ... https://t.co/u8Nl7E7ne0,1
#Dilli_Ki_Shiksha_Kranti https://t.co/Imhqd7cSZ8,1
RT @DaaruBaazMehta: @matram_vande @ArvindKejriwal https://t.co/5ahPDFeR8d,1
RT @dhruv_rathee: Delhi's Amazing Lake Revival! | Ground Report by Dhruv Rathee: https://t.co/LSRWRMxKLU via @YouTube,1
A very happy Republic Day,1
"RT @vikaskyogi: Special court rejects 40 cases   against @AamAadmiParty MLAs, Ministers..

 https://t.co/nAnbJ1BNbv",1
Wow Delhi... https://t.co/bk178zJpti,1
"RT @Outlookindia: #Demonetisation Destroyed Businesses, Impacted Private Jobs: Gopal Rai
@AapKaGopalRai #BJP

https://t.co/SfGdyXKk32",1
"RT @DaaruBaazMehta: Ha Ha Ha

@ArvindKejriwal  :) https://t.co/rO0jFpj5Ke",1
I agree with every single word spoken by Captain here. #PulwamaTerrorAttacks https://t.co/oiyLAszMMx,1
India stands united in sorrow and condemnation of the dastardly attack on our brave Jawans. #PulwanaAttack,1
"Heartiest congratulations, Sharmistha https://t.co/DrXOwBtjFy",1
"Thank you, Reshmi. Give my love to Ma https://t.co/leU8HpmPCs",1
"Thank you, Shatrughan Sahib. Now you must have breakfast with me one of these days https://t.co/KHbnzc5ocA",1
"Thank you, Sushmita https://t.co/rbv780Xe50",1
"Thank you, Barkha https://t.co/FXCmef5vVh",1
Many happy returns of the day @ajaymaken ji,1
"Thank you, Kuljit https://t.co/T3C3CHBc3a",1
"Thank you, Netta https://t.co/TkJIsbxi9s",1
"Thank you, Puja https://t.co/0hteQLjcO6",1
"Thank you, Nitin ji https://t.co/pAOhebNtzp",1
"Thank you, Gaurav https://t.co/F5L9WW8bda",1
"Thank you, Archana https://t.co/yIsjRx7sJu",1
"Thank you, Fairoz https://t.co/aACqFze2rS",1
"Thank you, Manickam https://t.co/1RcX4EEPAl",1
"Thank you, Neelam https://t.co/U4BpexM4Y7",1
"Thank you, Madhu https://t.co/hoHQ27lBAD",1
"Thank you, Annu https://t.co/5J6kGuJIWa",1
Thank you https://t.co/QYGLozfju4,1
"Thank you, Rajeev https://t.co/9BV23yIqS0",1
"Thank you, Arjun bhai https://t.co/CFx7c2DE2Q",1
"Thank you, Ajoy https://t.co/8YG2jep8YO",1
"Thank you, Rifat https://t.co/i0YMXweRRE",1
"Thank you, Sharmistha https://t.co/dWVRPfrYtN",1
"Thank you, Gaurav https://t.co/4UdhnggR1z",1
"Thank you, Mir Sahib https://t.co/j8Rn95pAQa",1
"Thank you, Yasmin https://t.co/Mlmj9WGjdN",1
"Thank you, Szarita https://t.co/hMYnqZ3JV1",1
"Thank you, Kuldeep https://t.co/wKVBIcPlIv",1
"Thank you, Arvinder https://t.co/G0VPGIZ2ev",1
"Thank you, Ripun https://t.co/QSDIlvsI9j",1
"Thank you, Jothimani https://t.co/o4UlBg87Hx",1
"Thank you, Nagma https://t.co/Aqcq2MdWsf",1
"Come on, Reshmi https://t.co/aFodSFwn7m",1
"Thank you, Jitin https://t.co/0n4ymD7VSt",1
"Thank you, Asha https://t.co/pLiisAqU2b",1
Aye Captain! https://t.co/HTQL1i2MnW,1
"My heartfelt condolences Harish, to you and the family. #MadanLalKhurana ji was a good human being. #RIP https://t.co/dnE0YA3f5H",1
RT @WIONews: Former CM of Delhi @SheilaDikshit reacts to #AtalBihariVajpayee passing. Listen in! https://t.co/ejsK9a26II,1
"RT @news18dotcom: How #AtalBihariVajpayee helped @SheilaDikshit drive Delhi into 21st century, writes @TheShanaRana

https://t.co/OVgPuRJhhQ",1
"RT @RahulGandhi: Excellent question Gadkari Ji.

Every Indian is asking the same question.

#WhereAreTheJobs?
https://t.co/2wfhDxuA10",1
Congratulations @RahulGandhi for your stellar performance in the Lok Sabha. God bless you. #NoConfidenceMotion #RahulGandhi,1
"A very very happy birthday Rahul, and a fulfilling life always. @RahulGandhi",1
He was the architect of the dream called India. #RememberingNehru https://t.co/c4wcIT5R23,1
Many happy returns of the day @ashokgehlot51 ji,1
Thank you Amit https://t.co/iTUZSzTqGn,1
Thank you Vineet https://t.co/dbie1wNPtW,1
Thank you Lalchand ji https://t.co/Ckltgr4Q6d,1
"Thank you for your very sweet message, Yashwant. https://t.co/DZyqy3tOYO",1
Thank you Ashish https://t.co/iQe9HATTXK,1
"You are late :)
Thank you https://t.co/IVCNPsmD1b",1
@dildosti19861 Thank you Rahul,1
Thank you Swati https://t.co/qQPTAIwYzW,1
@aparatbar Thank you Apar,1
Thank you Manak. I do watch your shows sometimes https://t.co/O7ynz7Tsjh,1
@SalmanNizami_ Thank you,1
Thank you Rifat https://t.co/vzY8E5fb4Q,1
Thank you Sadhavi. https://t.co/aPaa1bPV8i,1
Thank you Prabhu. Very kind words https://t.co/3dUdjJsYhf,1
Thank you Neelam https://t.co/8YAr8V79SM,1
Thank you Pawan https://t.co/ju8zYUvHd6,1
Thank you Kuljit https://t.co/oVNTGSYCU8,1
Thank you Narayanasamy ji https://t.co/PD0jVAqgNt,1
Thank you Pallavi https://t.co/7uzVI2nVdd,1
Thank you Kuldeep https://t.co/rygjIDS96G,1
Thank you Tarun ji https://t.co/RLEUGgMIr2,1
Thank you Ashokji. All the best for the new responsibility https://t.co/FfKIrxKlU7,1
Thank you Rajat https://t.co/NOO6NewxFT,1
Thank you Amrita https://t.co/ajE4ddlcTE,1
Thank you Asha https://t.co/hFxa4Ctrug,1
Thank you Joshiji https://t.co/os1UP79Eab,1
Thank you Rajeev. All the best for your new assignment https://t.co/tdRgiUS27X,1
Thank you Sharmistha https://t.co/g7AUGp2h9V,1
Thank you Madhu https://t.co/lKrONfjQUA,1
Thank you Suhel https://t.co/D1kgVuQ3bG,1
Thank you https://t.co/lKyFQZZvTz,1
Thank you https://t.co/r1VRRgSxau,1
She was such a versatile actor. This is no age to go. #Sridevi,1
Thank you. It was a good Press Conference. A united Congress is always a strong Congress. @INCIndia https://t.co/Jc3SfirmMI,1
@NamitaGokhale_ Shhhhh....,1
OMG!! https://t.co/DuaHLuSfVl,1
I wish you all a very fulfilling 2018,1
"Sad to hear about the passing away of Shri #BLJoshi. He worked as Lt Governor of Delhi, when I was Chief Minister. #RIP",1
That's the need of the hour. https://t.co/LXPlcFWOOW,1
Thank you. That's a nice picture https://t.co/8QGMzgJHP7,1
More and more women need to come out of the shadows to name &amp; shame such men. Very good initiative Barkha https://t.co/TngyscP0lQ,1
"I have endearing memories of the iconic leader, #IndiraGandhi. She will be the guiding star for India for ever #Indira100",1
A very #HappyDiwali to every one,1
@binoy_chacko @ArvindKejriwal @narendramodi It is painful to see the ongoing undoing of our efforts,1
@nakalcheebandar Thank you Gaurav,1
@Biorahul Thank you Rahul,1
"@Aagan86 Niyogi ji, from 1998 to 2004 it was Atalji's Govt and I did not find excuses to deliver on the promises made to the people of Delhi",1
@DeepakAgarwala Thank you Deepak,1
@patent61 Thank you Vakul,1
@PoojaShali There were no battles Pooja. Differences of opinion are healthy and can be overcome with an open mind,1
Many happy returns of the day to Dr Manmohan Singh. You served the nation with great dignity. May you continue to do so for many many years,1
"Wish you a very happy birthday @ahmedpatel and a long, healthy and successful life ahead",1
A #HappyIndependanceDay to everyone,1
Congratulations to the brave @ahmedpatel for this well deserved victory. It is this indomitable spirit that @INCIndia is known for,1
"I wonder if @TwitterIndia, @verified have some mechanism of dealing with fake handles like @SheilaDikhsit",1
Thank you Pranab Da. Discussions with you are always thought provoking. https://t.co/g2l8nHSKHi,1
Attack on @OfficeOfRG in Gujarat is unacceptable. Politics has no role for such violence,1
My condolences Sushmita. God bless you https://t.co/4KBPzU8bGx,1
I thank you all for your calls of concern. Nothing to worry. It was a small fire in the electricity meter. It is under control now,1
Many happy returns of the day @OfficeOfRG,1
She was full of life &amp; new ideas. Justice #LeilaSeth's passing away is a huge loss. I have many memories of insightful discussions with her,1
#VinodKhanna was indeed a great actor. His loss will be felt by the film industry for a long time to come,1
"Before you cast your vote today, please think of all the work done by Congress government(s) in the city. #DelhiWantsCongress",1
Thank you Shashi https://t.co/l2xcXdDDmg,1
I tried to respond to each one of you personally but could not. I thank you all for wishing me on my birthday,1
Thank you Chayyanika. https://t.co/BRhWIyqxqO,1
Thank you beta https://t.co/djAZws30Q9,1
Thank you Meenakshi https://t.co/3z9KmdvyZn,1
Thank you Barkha. Drop in to share your future plans https://t.co/BCIpJ2qx38,1
Thank you Nidhi. I find your show very balanced https://t.co/nKTyKt2xa8,1
"Thank you. Yes, I remember this https://t.co/M6eWs0MaGK",1
Thank you Swati. How is your book doing https://t.co/NtzrEwjTOO,1
Thank you Ujjwal https://t.co/WL0MnmFBHJ,1
Thank you Amit. Drop by one of these days https://t.co/NHmTIuLQ3B,1
Thank you Vivek https://t.co/xQpf1y4Wxk,1
Thank you Maswood https://t.co/A5rafWTOXS,1
Thank you Priyanka https://t.co/RlOCKcutqp,1
Thank you Rajpurohitji https://t.co/TEhgVFM0F2,1
Thank you but no thank you. I'm enjoying my life with books and music https://t.co/CZSfDokHRa,1
I don't think I need to say thank you to you beta https://t.co/bTIuAxjPJO,1
Thank you Richa. Politics should not bring out the worst in us https://t.co/LfIVAsX1Xs,1
Thank you Rifat. I keep following your portal for news https://t.co/cpmu8uHQXi,1
Thank you Tiwariji https://t.co/edHKJUPtjm,1
Thank you Dinesh https://t.co/eznfPAgyft,1
Thank you :) https://t.co/zvnsJ9Hvi5,1
RT @narendramodi: Addressing the media after the productive talks with President @moonriver365. Watch. https://t.co/qIU0dNdHVB,1
RT @AeroIndiashow: Honourable Raksha Mantri met the CEOs at the #CEORoundTable held today at #AeroIndia2019 https://t.co/9pjRDq9GqC,1
"RT @arunjaitley: Briefed media after the CCS meeting, February 15, 2019 https://t.co/3mfy9i6SI0",1
"RT @PMOIndia: A meeting of the Cabinet Committee on Security is underway at 7, Lok Kalyan Marg, Delhi. https://t.co/ASDxBVXw6B",1
RT @arunjaitley: How Many Lies Need to be Peddled to Sustain a Sinking Dynasty?    https://t.co/EQk6VqSUQT,1
@arunjaitley Welcome back Arun ji.,1
RT @arunjaitley: Has Mr. Kharge Brought Down the Value of Dissent?    https://t.co/EU76AMXfz8,1
@Sara_Aashiaana Welcome to meet. Where are you?,1
Hubble Accidentally Discovers a New Galaxy in Cosmic Neighborhood | NASA https://t.co/TkydIhZSQ2,1
RT @arunjaitley: The Interim Budget (2019) and a five year direction   https://t.co/xWL5KjRwcl,1
RT @narendramodi: This is a #BudgetForNewIndia and for all Indians. Watch my take. https://t.co/eAsPXMk1Dr,1
"RT @arunjaitley: Between 2014-19, every Budget has given significant relief to the Middle Class.",1
Good wishes &amp; greetings to all ranks and families of @IndiaCoastGuard on their Raising Day. @DefenceMinIndia,1
RT @arunjaitley: George Saheb as I knew him   https://t.co/5QEH5ecKff,1
"RT @DefenceMinIndia: Smt @nsitharaman attends the Beating Retreat Ceremony 2019 at Vijay Chowk, New Delhi. https://t.co/8mCNY1z4u8",1
Have a great birthday @Ra_THORe You are full of energy and bring in great enthusiasm &amp; positivity. Wishes for your long and healthy life.,1
RT @PIB_India: PM @narendramodi inspecting the Guard of Honour at the NCC Rally in New Delhi. https://t.co/7RmwGUktuW,1
RT @PIB_India: PM @narendramodi attends the NCC Rally in New Delhi. https://t.co/utt3oCiXcf,1
RT @PIB_India: PM @narendramodi addressing the NCC Cadets at the NCC Rally in New Delhi. https://t.co/jZaGy7ZX03,1
RT @DefenceMinIndia: Smt @nsitharaman interacts with tableaux artists at Rashtriya Rangshala. https://t.co/1Jvpdd8qeG,1
And it starts. #highjosh https://t.co/PV7EQqvD9e,1
I will be joining you guys soon #HighJosh https://t.co/Fyf5IKrQD9,1
"Yes, #HighJosh https://t.co/Fyf5IKrQD9",1
"Greetings on #RepublicDay2019. Hope &amp; wish that our thoughts, words and deeds help in strengthening our republic - India",1
RT @arunjaitley: Investigative Adventurism Vs. Professional Investigation   https://t.co/FUhJh5Ws29,1
"This year, India hears the melody from the east, bestowing long-awaited recognition upon #BhupenHazarika with posthumous #BharatRatna.",1
"H.E. Heba Salaheldin Elmarassi, Ambassador of Egypt to India calls on Smt @nsitharaman https://t.co/sG9EsQQiJS",1
RT @AeroIndiashow: Honourable Raksha Mantri met the CEOs at the #CEORoundTable held today at #AeroIndia2019 https://t.co/9pjRDq9GqC,1
"H.E. Alexandre Ziegler, Ambassador of France to India calls on Smt @nsitharaman

@Indian_Embassy @FranceinIndia https://t.co/SBUd8Vsp11",1
Here's a glimpse of the amazing Flying Display put up by the brave pilots at the #AeroIndia2019. #AeroIndiaBegins https://t.co/bNnBhS1dCg,1
Smt @nsitharaman addresses the gathering at the #AeroIndia2019 in Bengaluru. #AeroIndiaBegins https://t.co/x1vVEYS6Xj,1
"Smt @nsitharaman interacts with the family of brave CRPF martyr Sivachandran C at his home in Kargudi, Tamil Nadu. https://t.co/DaLiX1g835",1
"Smt @nsitharaman pays homage to the brave martyr Sivchandran C at Tiruchirapalli, Tamil Nadu and lays the wreath. https://t.co/TzQCshOiCi",1
Smt @nsitharaman receives the mortal remains of martyred CRPF Constable Sivchandran C at Tiruchirapalli. https://t.co/8NFyOpRg2r,1
RT @ANI: #WATCH live from Delhi: Wreath laying ceremony of the CRPF jawans at Palam Airport. #PulwamaAttack https://t.co/WF8fVaDjX6,1
RT @PIB_India: PM @narendramodi Chairs meeting of Cabinet Council of Security at Lok Kalyan Marg. https://t.co/vcycnZveKP,1
"Smt @nsitharaman lays a wreath and pays homage at the Bundeswehr Memorial in Berlin

@eoiberlin @GermanyinIndia https://t.co/tMnLlxkhMt",1
RT @ANI: #WATCH live from Delhi: Defence Minister Nirmala Sitharaman's interview to ANI #RafaleDeal #DMtoANI https://t.co/wriJa0PeeM,1
"Shri @VMBJP, Hon'ble MP (RS) calls on Smt @nsitharaman https://t.co/CqCYBG5Gpj",1
"Shri @vinodboianpalli, Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/PhYy2NjEh2",1
RT @narendramodi: Speaking in the Lok Sabha. Watch. https://t.co/ktQonjsCue,1
"Shri @Dattatreya, Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/T4ZtNSxdwS",1
"Shri Ram Shakal, Hon'ble MP (RS) calls on Smt @nsitharaman https://t.co/XUktal7O6u",1
"Delegation led by Shri Ch. Malla Reddy, Hon'ble MLA (Telangana) calls on Smt @nsitharaman https://t.co/wBEW9OAaSM",1
"Delegation led by Shri Elamaram Kareem, Hon'ble MP (RS) calls on Smt @nsitharaman https://t.co/FclsKP9spv",1
"Delegation led by Shri K. Parasuraman, Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/vqoH3IMiNN",1
"Delegation led by Ms @ShobhaBJP, Hon'ble MP (LS) and Shri @PCMohanMP, Hon'ble MP (LS), calls on Smt @nsitharaman https://t.co/Sih3habfNJ",1
"Shri @mpsudhirgupta, Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/6CuOIp7o9z",1
"Shri @ShashiTharoor, Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/pYHyQNd7t6",1
Smt @nsitharaman interacts with the family members of martyred officer Squadron Leader Siddhartha Negi. https://t.co/oSFmRoemxy,1
"Air Chief Marshal Hadi Tjahjanto, Commander of the Indonesian National Armed Forces calls on Smt @nsitharaman https://t.co/S9ipHtBgzd",1
"Shri Suresh Chanabasappa Angadi, Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/SLYwuTdlNG",1
"Sardar Balwinder Singh Bhunder, Hon'ble MP (RS) calls on Smt @nsitharaman https://t.co/3yBa253cHJ",1
Shri @Virenderbjp Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/id7lXn1xzo,1
Shri @Dattatreya Hon'ble MP (LS) calls on Smt @nsitharaman https://t.co/HWXgWcUqzK,1
Shri @ramkripalmp Hon'ble Minister of State for Rural Development calls on Smt @nsitharaman https://t.co/c1GMFh9fph,1
RT @nsitharaman: Good wishes &amp; greetings to all ranks and families of @IndiaCoastGuard on their Raising Day. @DefenceMinIndia,1
RT @PIB_India: FM Piyush Goyal on #Budget2019 https://t.co/eAO8mx2q8e,1
"Shri @SidharthNSingh, Hon'ble Minister for Medical &amp; Health, U.P. government calls on Smt @nsitharaman https://t.co/6jiDyhZkQe",1
Smt @nsitharaman pays respect to Mahatma Gandhi at Raj Ghat on the occasion of Martyrs' Day 2019. https://t.co/9AWs9ZZoU5,1
"Smt @nsitharaman attends the Beating Retreat Ceremony 2019 at Vijay Chowk, New Delhi. https://t.co/8mCNY1z4u8",1
@DefenceMinIndia correction: Jammu &amp;Kashmir were runners up (pictured in the second photograph). Punjab were third place.,1
RT @narendramodi: Saluting India's Yuva Shakti. Addressing the NCC rally. Watch. https://t.co/Mukpzwyko0,1
"RT @DDNewsLive: All 3 wings of Army, Navy and Air Force, participate in NCC rally https://t.co/agf3XHm2SS",1
"RT @DDNewsLive: LIVE: PM @narendramodi inspects guard of honour at NCC rally in New Delhi 
https://t.co/QKhuhN4ogR https://t.co/0maoPXxVoZ",1
Smt @nsitharaman interacts with tableaux artists at Rashtriya Rangshala. https://t.co/1Jvpdd8qeG,1
"RT @PIB_India: Some Glimpses of 70th #RepublicDay2019 celebrations at Rajpath, New Delhi https://t.co/Tm7pSRLfDO",1
"RT @PIB_India: #LIVE: #RepublicDay2019 Parade from Rajpath #NewDelhi 

Facebook: https://t.co/imJr864fiT 
YouTube: https://t.co/tPraz137hm",1
"RT @DDNewsLive: Of courage and determination!
#ParamVirChakra awardees participate in the #RepublicDay2019 parade https://t.co/RwcWXZBTPY",1
"RT @nsitharaman: Greetings on #RepublicDay2019. Hope &amp; wish that our thoughts, words and deeds help in strengthening our republic - India",1
.@HQ_DG_NCC https://t.co/Rb4H8WuWO7,1
.@HQ_DG_NCC https://t.co/JLy9oYPHia,1
.@HQ_DG_NCC https://t.co/KQVPUf3rIQ,1
Smt @nsitharaman interacts with cadets at the NCC Republic Day Camp https://t.co/BuBPF0FIVK,1
RT @DRDO_India: Successful Flight Test of LRSAM https://t.co/qb6Gt1YYvG,1
"Smt @nsitharaman Welcomes Ms. Mariya Ahmed Didi, Hon'ble Defence Minister of Maldives to South Block, New Delhi. https://t.co/I5H7JL8AmA",1
Smt @nsitharaman delivers keynote address at the Inaugural Session of Tamil Nadu Global Investors Meet 2019 https://t.co/mYoxff3d71,1
Watch Live! https://t.co/fEhSBQB1Sg,1
Watch Live! https://t.co/htZFT1yfFT,1
RT @narendramodi: Addressing Indian and Korean businesspersons in Seoul. Watch. https://t.co/d2HH7L0nnU,1
"Community connect...

The Indian community welcomes PM @narendramodi in Seoul. https://t.co/LFNg5UVQlA",1
PM @narendramodi is addressing a joint press meet with President Mauricio Macri. https://t.co/gpj9NhcNs6,1
Honouring recipients of the Tagore Award For Cultural Harmony. https://t.co/cfvAVuNBMC,1
Watch Live! https://t.co/di7zB5EVwG,1
RT @narendramodi: Improving irrigation and connectivity in Maharashtra. https://t.co/u2vBhj7rOo,1
"RT @narendramodi: Enhancing education, housing and financial inclusion for the poor. https://t.co/vt0vas5Axp",1
"Shri @narendramodi paid tributes to the brave CRPF personnel martyred in Pulwama. 

India salutes their courage. https://t.co/vmFIscj7Uu",1
"RT @narendramodi: India gets the first Semi High Speed Train, 'Vande Bharat Express.' https://t.co/dSZLJaoWRY",1
"A meeting of the Cabinet Committee on Security is underway at 7, Lok Kalyan Marg, Delhi. https://t.co/ASDxBVXw6B",1
"PM @narendramodi spoke to the National Security Advisor and took stock of the situation regarding the attack in Pulwama, Jammu and Kashmir.",1
Watch Live! https://t.co/SCsvL5HxHv,1
"It is this Lok Sabha that passed the GST. 

The GST process revealed the spirit of cooperation and bipartisanship: PM @narendramodi",1
It is this Lok Sabha that has passed stringent laws against corruption and black money: PM @narendramodi,1
RT @narendramodi: Speaking in the Lok Sabha. Watch. https://t.co/gZe2KPyjh3,1
"Mrs. Chandrika Kumaratunga, the former President of Sri Lanka met PM @narendramodi. https://t.co/LuP0OQB3OT",1
Watch Live! https://t.co/Oo6snrH1GG,1
RT @narendramodi: A tribute to Atal Ji. His portrait has been unveiled at Central Hall. https://t.co/zzBZjZ6kKd,1
"These measures are expected to give a boost to educational, health and cultural facilities in Haryana.",1
Watch Live! https://t.co/Tqbr3eVRKx,1
Watch Live! https://t.co/quor7GRpQF,1
"Here's a look at what's on the agenda for PM @narendramodi in Andhra Pradesh, Tamil Nadu and Karnataka today. https://t.co/Dj0SCbPq8X",1
Watch Live! https://t.co/2nK5L9p0ao,1
Watch Live! https://t.co/nzBB69IDZO,1
"I assure you, those who have looted the nation will continue to be scared of Narendra Modi: PM @narendramodi in the Lok Sabha",1
"Arrogance got them down to 44 from 400.

Commitment to the nation and our hardwork got us from 2 to 282: PM @narendramodi",1
We will always fulfil the aspirations of the people of India: PM @narendramodi,1
All the above Projects are declared as the National projects.,1
"Live from the inauguration and laying of foundation stone of various development projects in Dhule, Maharashtra .

https://t.co/QN606URaCq",1
RT @narendramodi: A tribute to Atal Ji. His portrait has been unveiled at Central Hall. https://t.co/zzBZjZ6kKd,1
Participated in the celebration of National Day of Iran at Embassy of  Iran in New Delhi. https://t.co/3toMRy7HSe,1
"RT @narendramodi: Wonderful to be in Tiruppur, Tamil Nadu. Watch my speech at the massive rally. https://t.co/XO4Bf0fQG4",1
"Happy to meet the enthusiastic young people during 'Happy Streets' organized by @toi Nagpur.
#Nagpur https://t.co/qhGw626Zaw",1
"Interaction with Media at Media Centre Mela Area, Prayagraj.

https://t.co/dzzHlyh0OL",1
"Live from the launch of #BharatKeMannKiBaat 

https://t.co/N1VkTXndpS",1
"Live from inauguration and laying of foundation stone of various projects at Paradip Stadium, Jagatsinghpur.

https://t.co/ogBjmNo2PZ",1
"Live from Secunderabad Parliament Cluster Meeting @BJP4India

https://t.co/FfIAb80ihI",1
"Live from EO Nagpur Spark Business Conference.

https://t.co/liItY7gnFy",1
"My reaction on Budget 2019
https://t.co/X98LBBsQ5q",1
https://t.co/dqKTuT3Gpi,1
"George Fernandes was my hero, India has lost a son. Shraddhanjali ! https://t.co/Yqe2oHinLG",1
https://t.co/E0rOlRZ1UE,1
Musical maestro Bhupenda will always hold a special place in the hearts of Indians at home and abroad.  Pranabda is a statesman.,1
https://t.co/O6rfwtzrIR,1
Glimpses of 106th convocation ceremony of Rashtrasant Tukdoji Maharaj Nagpur University. https://t.co/h9ZUPIBjoa,1
"Live from India Business Leader Awards (IBLA) organised by CNBC 

https://t.co/zeVfDb6mFz",1
"Addressed Symposium of International Automotive Technology 2019 in Pune today.

https://t.co/WPwkrYGOOz https://t.co/LsGy5LhKn7",1
#KumbhMela2019 https://t.co/Qghvt9Kmj4,1
#TransformingIndia https://t.co/SjiI7Dsufn,1
#PragatiKaHighway https://t.co/no9WJj5XUm,1
Hon'ble Minister Shri Nitin Gadkari to dedicate bridge on Mandavi river to the nation https://t.co/aJ089i1PlA,1
Now he is completely stable and  normal and has headed for his schedule programs.,1
https://t.co/4gTyWMermL,1
"#RunForUnity
#StatueOfUnity https://t.co/eTrsN8ENi7",1
#PragatiKaHighway https://t.co/TbtmPFrbIJ,1
https://t.co/pVjqnO0mz8,1
"Bill to counter exploitation by NRI spouses. 
https://t.co/Cy4nrHJ5gp",1
Merry Christmas.,1
"I have asked Indian Embassy in Thailand to help them.
@IndiainThailand https://t.co/fqq4iMUil8",1
"Navtej - Please help the family. 
@IndianEmbassyUS https://t.co/rVziCz2iKC",1
"Vipul - Are you aware of this case ? Pls send me a report.
@cgidubai https://t.co/6ZECj1f9pz",1
RT @MEAIndia: Joint Press Statements by External Affairs Minister and French FM https://t.co/PzGOfpsoQN,1
RT @narendramodi: The G-20 Family. https://t.co/zJpw6GwZRJ,1
RT @narendramodi: Yoga - connecting humanity. Addressing the 'Yoga For Peace' programme in Argentina. https://t.co/wo7ftUs8aC,1
Thanks for prompt correction Nidhi. https://t.co/LMVZfVkuz6,1
It is an immature and senseless statement. https://t.co/zOqGOyMZav,1
Mridul - Please send me a detailed report on this. @hcikl https://t.co/TaGDzBiX8V,1
